text,sentiment
finnish real estate company sponda oyj said april would build vuosaari harbour service center port helsinki,neutral
building home improvement trade sales decreased totalling eur mn,negative
exactly happened recent weekday east baker brought remind residents easter tradition making wheat rice pies,neutral
company moved operating profit eur versus operating loss eur also turned eps eur versus loss per share eur,positive
costs new ropax vessels lower present ones,positive
deal also includes tenyear maintenance agreement,neutral
talvivaara mining company plc talvivaara mining lse talv finlandbased nickel mining business installed second production line metals recovery plant june,neutral
transactions would increase earnings per share first quarter eur,positive
market data analytics derived primary secondary research,neutral
iwm buy programs popping iwm close print cheap money means higher stock prices spy robot buying,positive
cencorp would focus development manufacture marketing standard products production automation,neutral
crucially decision use etsi european telecommunication standard institute backed dvbh adds growing list operators equipment manufacturers opting standard see global january competing technologies vie mobile tv,neutral
addition kone signed twoyear maintenance contract escalators,positive
size extension already let gross area sq sq ft,neutral
new location nt change wellmont store air transport service,neutral
potential clients include public administration organizations investing utility networks services,neutral
steelmaker said drop profit explained continuing economic uncertainty mixed current drought bank lending resulting decline demand products customers find increasingly difficult fund operations,neutral
ea reng group posted sales approximately million kroons,neutral
barclays share price subdued bank faces fresh forex probe,negative
markets expect heineken sell hartwall whole parts,neutral
addition tulikivi corporation also currently member board following companies altia corporation jrvisuomen portti osuuskunta osuuskunta kpy profile vehicles oy voimatel oy,neutral
total investment vantaa plant extension amount around million euro okmetic share investments worth around million,neutral
last year upm cut production closed mills finland slashed jobs,negative
currently plant operates full capacity,neutral
report profiles companies including many key niche players worldwide black decker corporation fiskars corporation fiskars brands inc husqvarna outdoor products inc ks group ryobi technologies inc scotts miraclegro company van group inc,neutral
walter investment management corp receives sell compass point wac,negative
move carried transferring hkscan productionrelated property plant equipment well holdings subsidiaries associate companies country hkscan finland,neutral
wo nt happen overnight,neutral
chief executive officer ollipekka kallasvuo changes tuesday mark third time nine months company reshuffled executives operations nokia loses ground apple iphone rim blackberry,negative
deutsche bank cuts sbux,negative
irish housebuilder cairn homes plans london listing,positive
rewards paid basis earning period correspond value maximum total componenta corporation shares including also proportion paid cash,neutral
cramo manager jarmo laasanen said hiring equipment machinery lithuania differs baltic countries lithuania still many public structures roads bridges airports shops built,neutral
operating profit quarter apriljune amounted eur net sales eur,neutral
slv pos saying years going lower forget go short,negative
paper company mreal calculated biscuit cartons made using gsm lighter board co saved course months would equal generated driving km car,neutral
company expects open first online shop us summer,neutral
moscow metro first metro system europe implement smart cards together new type magnetic card,neutral
small firms suffering moment likely money trouble added,negative
net sales revenue per passenger expected increase,positive
return capital employed roce negative compared,neutral
indigo somoncom serve subscribers market share approximately may,neutral
warmly welcome michael frei outotec,positive
itv share price group mulls takeover canadas entertainment one,positive
operating profit sixmonth period decreased eur sales increased eur compared corresponding period,neutral
significant capital expenditure items global enterprise resource planning erp project product development production machines,neutral
kone said court papers union action delayed repairs elevators federal courthouse jan saltonstall state office building jan,neutral
rd red day row tsla,negative
operating profit totalled eur mn operating loss eur mn yearonyear,positive
according finnish financial services group sampo ceo bjrn wahlroos danish danske bank acquisition sampo bank eur bn largest cash deal finland economic history,neutral
fsecure developer security solutions service internet service providers mobile operators announced results annual online wellbeing survey,neutral
december alone members lithuanian brewers association sold total million liters beer increase percent sales million liters december,positive
cocacola market leader manufacturers market share corresponding period,neutral
barclays plc lse barc nyse bcs credit agricole sa epa aca cagr,neutral
finnish componenta published new longterm strategy period aim growing together customers,neutral
veneer plywood industry sweden quite small despite raw material resources,neutral
finnish metal products company componenta oyj hel cthv said today net loss narrowed eur usd last quarter eur million period year earlier,positive
viking pay eur million new ship completed january,neutral
rautaruukki aims find work group locations made redundant,neutral
according company addition normal seasonal fluctuation market situation weakened autumn,negative
according arokarhu purchases scanned cash register computer disappeared total sum key pressed,negative
names yet released,neutral
also bringing right kind people upgrade human resources,positive
kesko previously published stock exchange release concerning deal february,neutral
update exbarclays director accused us illegal tips plumber,negative
lg completes uks largest medically underwritten bulk pension risk deal,positive
lassila tikanoja operating profit excluding nonrecurring imputed items second quarter eur eur year ago,neutral
honkarakenne mainly exports large luxury log houses russia used onefamily houses holiday homes sales go moscow region st petersburg region remainder locations,neutral
value deal disclosed,neutral
hkscan headquartered turku finland leading northern european food group employees nine countries,neutral
tsla see downside next two weeks careful dollars drop potential vs moved,negative
would invest physical infrastructure would also provide knowhow managing developing science technology parks said sunrise valley director andrius bagdonas,positive
favourable currency rates also contributed higher net sales ceo kari kauniskangas said,positive
neste oil corporation refining operation asset summary report summary neste oil corporation refining operation assets summary report essential source company data information,neutral
union company officials return calls yesterday,neutral
adp news finnish handling systems provider cargotec oyj hel cgcbv announced friday orders worth eur million usd deliver linkspans jordan morocco ireland,positive
german commerzbank ag hamburg branch us jp morgan nyse jpm participated arrangers dutch ing ams inga coarranger,neutral
global life science industry strictly regulated international national authorities,neutral
tieto offers aktia good foundation required support services implementing update project says juha volotinen responsible aktia web services,positive
company build altogether new substations end year,neutral
tiimari finnish retailer reported geenrated quarterly revenues totalling eur mn th quarter eur mn loss,positive
resignation take effect immediately,neutral
work netapp included strategically repositioning brand category major global relaunch,neutral
financial detail available,neutral
following divestment fiskars outdoor unit comprise brands gerber silva buster focus multitools knives compasses mobile lighting pedometers aluminium boats,neutral
cf pty ltd became substantial holder renison consolidated mines nl january million shares pc,neutral
cet arcelormittal lost eur euronext paris coming lead bluechip fallers,negative
ogden reportedly shell million,neutral
gale breakout coming soon,positive
august latvijas finieris ordered production lines new green veneer mill built ukmerge central lithuania,neutral
foundries division reports sales increased eur mn eur mn corresponding period sales machine shop division increased eur mn eur mn corresponding period,positive
sp downgrades barclays rbs government bailout fears,negative
finnish high technology provider vaahto group reports net sales eur mn accounting period september february increase year earlier,positive
bbry mm trends turn bullish today resistance level,positive
isolationism another sell rating sell ratings spy qqq iwm several companies aapl axp bac blue fxe,negative
expanded company continue called newpage,neutral
company said sales three months end march slid eur us eur last year,neutral
finnish energy company fortum set new stricter target limits shortterm carbon dioxide emissions heat electricity production,neutral
refining margin year bbl compared bbl prior year,positive
prgn bottom right,neutral
operating profit rose eur mn eur mn corresponding period,positive
tsla weakest todays dt watchlist,negative
tesla voluntary recall model x vehicles due back seat issue tsla,negative
manufacturing begin pietarsaari beginning year delivery take place october,neutral
finnish electronics contract manufacturer scanfil reports net sales eur mn eur mn,neutral
customers access integrated propeller gear packages one source,neutral
addon order contains among others control valves instrumentation well complete mill engineering electrification metso drive controls,neutral
yit lodged counter claims neste oil totaling eurm primarily based work carried contract additional costs incurred due prolongation project,negative
reductions implemented mainly course first half,neutral
uvxy put chum key support next level careful,negative
inha works invested product development market research,neutral
tesco asda sales fall march discounters continues kantar,negative
first quarter expected line analysts forecasts,neutral
omeo employs expects net sales mln euro mln fiscal ending april,neutral
press conference lattelecom board chairman nils melngailis explained blackstone chosen experience sector well financial strength,positive
shares represented total share capital total voting rights,neutral
mobile data transfer expected increase explosively lte era,neutral
finnish cutlery hand tools maker fiskars oyj abp hel fisas said today net profit rose eur million usd third quarter eur million year earlier,positive
ren bottoming good time buy,positive
addition kazakh delegation visit finland sitra investment fund honkarakenne ltd nokia headquarters study teliasonera ltd jsc activities,neutral
workers ml affected closedown,neutral
construction scheduled start apriljune completed early,neutral
finnish waste management cleaning group lassila tikanoja oyj lt net profit went mln euro mln mln euro mln,neutral
operating loss increased eur mn loss eur mn,negative
jarmo honkamaa head oil refining business neste oil says situation looks promising viewpoint,positive
second successful effort financial investor year,positive
rnn day traders flushed start going slowly,positive
fixing homebase cutting costs closing nonprofitable units looking going forward said,positive
transaction strengthens position design branded goods said fiskars president ceo heikki allonen pointing two groups relatively overlapping operations,positive
financial terms nt disclosed,neutral
finnish media group talentum issued profit warning,neutral
rubin says expects capman announce additional transactions,neutral
update astrazeneca sells rare cancer drug sanofi mln,positive
total investment project approximately eur,neutral
demand sports equipment good,positive
according vauramo plant lifting equipment suitable asian chinese trucks,neutral
kraftheinz merger came together speedy weeks,positive
igor oleg yankov currently manage moron vitim hold onto stake,neutral
kaukotelko ltd press release telko group kaukotelko expanding strategic partnership bp industrial lubricants services bp ils acquiring total ownership bp swedish retail company moluballoy ab,positive
narrows eur mo october finnish software hardware developer elektrobit oyj hel ebgv eb said today net loss narrowed eur first nine months eur period year ago,positive
vaisala also said expects net sales eur million compared eur million recorded,positive
order also covers design services hardware software licences well maintenance services six years,neutral
company pay dividend eur per share total eur mn,neutral
compared ftse index rose points day relative price change,neutral
tailored solutions meet solel technical requirements result costeffective manufacturing highestquality reflectors,positive
operating income rose eur mn eur mn,positive
net sales eur billion international operations accounted roughly quarter,neutral
sales volume cocacola market share decreased,negative
desk reach full planned strength ten persons autumn,neutral
one price category calls preferred operator network another calls operators networks,neutral
veracel preparing appeal issue asked court clarification judgement,neutral
first charging stations made available already whole network ready,neutral
includes options additional communal building sites well construction supervision works construction sites,neutral
operating profit fell eur mn eur mn including vessel sales gain eur mn,neutral
largest restructuring planned italy negotiations job cuts initiated today company noted,negative
first solteq services companies operating st petersburg area include maintenance material management systems data collection solutions,neutral
fb shifting minute suspect take highs,positive
wmt bullish macd crossover rsi sto going res could run,positive
operating profit rose eur eur year earlier,positive
ruukki signed contract deliver install steel structures bridge kyronsalmi strait savonlinna finland,positive
used control speed electric motors used industry municipal engineering power generation using renewable energy,neutral
meggitt share price tumbles profit falls challenging year,negative
imrs important pragmatic analysishigh prices could offer headwindsbullish story intactevenif market rolls,positive
top us commerce department published worsethanexpected construction spending figures november,neutral
agreement pfizer funding biotie research activities pde phosphodiesterase inhibitor program since start late sole authority develop discovered compounds,neutral
tests conducted nokia siemens lte center competence espoo finland follow company production start lteready flexi multiradio base stations mhz band april complement earlier tests nokia mhz mhz bands,neutral
says brian burton head security vodafone uk,neutral
net cash operating activities negative eur mn compared eur mn,neutral
total need staff cuts corresponds manyears,neutral
within framework partnership nokia siemens networks signed initial framework purchase agreement sitronics subsidiary jsc mikron largest manufacturer exporter microelectronic components russia,positive
estimated annual value frame agreement eur mn,neutral
company expects net sales first half reach previous year level,positive
addition stake megafon telecominvest currently owns shares web plus st petersburg payphones telecom equipment producer peterservis number minor assets,neutral
russia top container shipping group fesco finnish logistics company nurminen logistics started pilot project offering clients direct intermodal transportation service finland asia pacific countries fesco said statement,positive
operating profit fell eur mn eur mn,neutral
finnish silicon wafers manufacturer okmetic oyj said swung net profit mln euro mln first nine months net loss mln euro mln year earlier,positive
fiskars r founded one oldest companies world largest manufacturer lightweight stainless steel scissors us,neutral
berkshire discloses units ties iran opens probe,negative
aim convert plants flexible manufacturers new technologically demanding products,positive
today connecting people new different ways fusing advanced mobile technology personalized services enable people stay close matters,neutral
baltic countries sales fell,negative
hour news try icis news click trial icis news,neutral
finland paper paperboard reclaimed,neutral
total new citycon shares nominal value eur per share subscribed december exercising abc options based company stock option plan,neutral
grpn might selling ahead p earnings,negative
mentioned shareholders suggest monthly salary eur would paid board members outside company,neutral
arm profits sales shift away mobile gains pace,positive
incap contract manufacturing carry manufacturing agreements factory tumkur near bangalore,neutral
cargo volume increased approximately,positive
googl hit lawsuit russian search engine yndx,negative
aapl action close indicates aapl probably hit near term high momentum slowing huge run,positive
far company awarded worth tools materials,neutral
however company saw net profit third quarter eur eur corresponding period,negative
aviva fined million uk regulator fee failings,negative
finnish management software solutions provider ixonos oyj net profit decreased euro first quarter euro mln period,negative
bank also expects additional costs related dash q jets group shelved october,neutral
turbines expected launched end,neutral
adpnews sep finnish silicon wafers maker okmetic oyj hel okmv said reduce number clerical workers worldwide result personnel negotiations completed today,neutral
shell offers percent premium buy bg billion,positive
lean system supports change management component purchasing extremely well,positive
incap furniture presently negotiating staff cuts,negative
see new register subscribe newspaper,neutral
production levels agreed producers long time ago fall consumption lead losses,negative
nvda sideways,neutral
diageo shares surge report possible takeover lemann,positive
approach much use raw materials produced line principles sustainable development,neutral
nordea definitely big sampo acquire said analyst sampo would appear agenda nordea ahead privatisation,neutral
ahlstrom headquartered helsinki finland global company involved development manufacture marketing high performance fibrebased materials,neutral
redesigned crushing circuit operation since start september overall production rate weekly basis excess average tonnes day,neutral
combination services enabling us offer complex strengthened service chain limited baltic port connections also getting access world wide grimaldi network mediterranean africa north america says uwe bakosch,positive
key reasons read report report contains relevant information leaving excessive data,neutral
adobe receives new rating top analyst adbe,positive
part agreement aspocomp also give meadville pct slice subsidiary operating oulu finland,neutral
order includes log handling line peeling line drying line production parquet base layer veneer plyfa hassela mill central sweden,neutral
diluted earnings per share eps stood eur versus eur,negative
vrtx early technical buy signal confirmation needs fundam incentive,positive
energyefficient data center built combining effective energy solution stateoftheart technology,positive
johnson matthey raises prospect investor payout,positive
chain trying cut costs pressuring vendors fitness equipment manufacturer precor slash prices,neutral
aldata solution global company engaged supplier consumer business process optimization announced details dollars dinosaurs program,neutral
also development online businesses continue,neutral
method system controlling hard disk drive using multimediacard physical interface invented marko ahvenainen ruutana finland,neutral
fortum previously bought stateheld stake tgk rao ues reform,neutral
first nine months company net loss narrowed eur eur corresponding period,positive
us dollar wipes sales gains sabmiller,negative
revenue grew percent xac million million xac million,positive
seppala revenue increased eur finland revenue went eur sales abroad rose eur sales increased baltic countries well russia ukraine,positive
wx decent pull back,negative
master mayawas jointly developed nokia siemens networks ufa fremantlemedia actively advertised maxis end may,neutral
endp looking long entry todays price action wasnt appealing,neutral
covered small mww short loss flat day cash,positive
return equity stood compared third quarter,positive
negotiation resulted reduction people regular employment around half covered pension arrangements,negative
acom downside breakout looks coming soon,negative
finnish handling systems company cargotec oyj hel cgcbv said today eur million usd contract deliver macgregor hatch covers ships ordered norwegian shipowner grieg shipping,positive
users vetr bearish tesla motors inc indicating sell rating stars tsla,negative
cost deal could range million million euros depending financial results two companies statement says,neutral
capman stockholmheadquartered private equity firm held first close second private equity real estate fund continues push property sector,neutral
compnay also said would lower price development projects one third compared last november,neutral
nokian tyre proves high safety excellently important driving qualities stability mark handling braking wet road,positive
finnish communication electronics components supplier scanfil oyj tuesday said sales first half lower period year ago,neutral
high winds also toppled three semitrailers north barstow,neutral
ruukki signed contract norwegian company veidekke entreprenor,positive
konecranes previously communicated estimated reduction employees group level,neutral
googl setting day moving average,positive
deal includes rental equipment related merchandise rental contract depot two employees company said,neutral
operating cash flow investments totalled eur mn compared eur mn corresponding period,negative
ebrd using funds provide mln loan b portion mln euros syndicated two finnish commercial banks nordea bank finland plc mln euros pohjola bank plc mln euros,neutral
issues identified stonesoft affect range content inspection technology,neutral
pharmaceuticals group orion corp reported fall thirdquarter earnings hit larger expenditures rd marketing,negative
star analyst brianwieser pivotal research upgraded rating googl buy brian success rate,positive
hobby hall sales decrease pct due implementing new information system involved changing principal posting sales,negative
last year million passengers flew airline percent,neutral
operating loss totalled eur mn compared profit eur mn third quarter,neutral
subscription sales decreased slightly,neutral
adp news feb finnish fishing tackle company rapala vmc corp hel rapv said today net profit rose eur million usd eur million,positive
finnish sports equipment company amer sports said decided lay workers salomon division france,neutral
original contract signed last summer,neutral
first quarter sacanfil net sales totalled eur mn operating profit eur mn,neutral
spy cmon bulls buy dips,positive
group loyal customer magazine yhteishyv came second readers sanoma corporation daily newspaper helsingin sanomat third readers,neutral
kesko agro eesti retailer wholesaler grain agricultural warehousing machinery accessories net sales million euros increase onetenth preceding year,positive
according construction work start spring facility commissioned spring,neutral
fb tsla cracking lower early short correction stocks,negative
operating profit eur mn eur mn,positive
total capital funds managed bank decreased eur mn end september,neutral
commission income decreased eur mn compared eur mn third quarter,neutral
finnish software developer done solutions oyj said net profit increased mln euro mln mln euro mln,positive
niina nenonen marimekko current director clothing bags accessories lines take role,neutral
homeowners across north america green experiences share cost savings clean ecofriendly heating,neutral
pharmaceutical market italy global research data services published recently market analysis pharmaceutical markets italy,neutral
transaction supports huhtamaki strategic review rigid plastic consumer goods operations says huhtamki oyj ceo jukka moisio,neutral
britains ftse steadies supported dixons carphone,positive
adp news nov finnish printed circuit board pcb maker aspocomp group oyj omx acgv said today net loss narrowed eur million usd first nine months eur,positive
finnish media group talentum issued profit warning,negative
train expected cross russian territory days reaching vostochny port,neutral
ftse drops pct glencore metals price fears,negative
acquisition part ramirent strategy strengthen position selected locations,positive
hk ruokatalo target know consumers,neutral
sbux getting sold,negative
strategic operational business information objectively reported,neutral
acquisition panostaja oyj expands business area specialising digital printing,positive
via move company aims annual savings eurm main part expected realized year,positive
net sales totaled eur million operating margin,neutral
however growth margin slowed due financial crisis,neutral
started software capable retrieving data typed computer keyboard keyloggers complex mechanisms arrived scene phishing pharming,neutral
significant milestone benefon helping us secure critical usp personal navigation product roadmap beyond commented simon button chief technology officer benefon,positive
kone said court papers union action delayed repairs elevators federal courthouse jan saltonstall state office building jan,negative
concept enables commercially affordable way manufacture highquality tco coated glass solar industry,positive
performance second half exceeded expectations,positive
esf nice little cupandhandle shaping minute endofday spy spx favours good day index see gap open,positive
odd square metre plot stockmann bought nevsky center shopping center located nevsky prospect st petersburg high street next vosstaniya square underground station immediate vicinity moscow station,neutral
amazon selling surveillance cameras infected malware amzn amazon,negative
net sales dropped yearonyear eur million,negative
eur h august finnish media group ilkkayhtyma oyj hel ilks said today net profit fell year eur first half,neutral
scheme teliasonera altimo practically identical except involves merger stakes vimpelcom kyivstar,neutral
finnish textiles clothing group marimekko oyj posted net profit mln euro mln compared mln euro mln,negative
january ephc board directors approved increase quarterly dividend per share,positive
iwm relative weakness pretty apparent short boat getting full one prefer boat closer empty,negative
second quarter firstquarter growth net sales since third quarter said magnus rosen ramirent ceo,positive
third quarter net sales increased eur mn operating profit eur mn,positive
secondquarter net sales expected par first quarter,neutral
according company decision issue made summer earliest summer latest,neutral
lt also acquired pct stake local sector company salvor oy beginning september,neutral
bot amzn weekly calls,positive
vaisala net profit third quarter dropped mln euro mln mln euro mln period,negative
finnish suominen corporation makes wipes nonwovens flexible packaging expects changes market situation reduce sales suominen nonwovens wet wipes previously estimated volumes,negative
estonian electronic components factory elcoteq running material closure air traffic,neutral
bbry ready take,positive
nine banks including barclays citi agree pay billion settle forex,negative
result transactions aggregate holdings burrill life sciences capital fund lp decreased per cent total number shares votes company,neutral
diluted earnings per share eps declined eur eur,negative
beginning subscription period may share subscription price b option right eur per share,neutral
sale savcor group ltd comprise savcor art corporate function investment cencorp corporation,neutral
amazons grocery deal morrisons beginning,positive
according finnish fim bank alpro price would around eur mnmn,neutral
net sales decreased eur mn eur mn corresponding period,negative
teva fda approves generic version astrazeneca heartburn drug,positive
event followed online via orion finnish homepage well via kauppalehti live web service,neutral
lithuanian beer market made million liters january rise percent yearearlier figure lithuanian brewers association reporting citing results members,positive
cost cutting measures produced around eurm savings past nine months dampened airline loss finnair said,positive
iaci looks good weekly chart,positive
viking line head jan kaarstroem told tt company ferries well equipped handle ice passengers safe,positive
finnish investment group panostaja oyj said net profit went mln euro mln fiscal ended october mln euro mln period fiscal,positive
astrazeneca daiichi sankyo jointly commercialise movantik us,positive
ferries run trouble outside stockholm archipelago made islands,negative
appointment kaupthing bank aims coordinate capital markets activities within group improve overall service clients,positive
spy tomorrow party time bears goog msft,negative
operating profit excluding nonrecurring items decreased eur mn eur mn representing net sales,negative
bank vtb provides mortgage loans buy apartments complex per annum rubles,neutral
last year million passengers flew airline percent,negative
featuring user interface gram model also comes inch quarter vga display megabytes internal memory expandable micro secure digital slot,neutral
sellers include shareholders including intellibis management employees investors,neutral
insurer anticipates share nordea net profit significant,positive
adp news feb finnish printed circuit board pcb maker aspocomp group oyj hel acgv said today swung net profit eur usd versus net loss eur million,positive
company reported today operating loss eur net sales eur first quarter,neutral
operating profit totaled eur mn eur mn,positive
capitex kalmar continue responsible maintenance technical development services,neutral
directors shareholders alike ask practices allowed continue,neutral
ceos bpm ubi meet italy econ minister talk heats,positive
tekla organize information meeting analysts media wtc helsinki marski meeting room aleksanterinkatu day pm light lunch served,neutral
business organised february way production design services combined one entity etteplan operations,neutral
following increase huhtamaki oyj registered share capital eur number shares outstanding,neutral
generated operating loss eur mn profit eur mn,negative
first half bank operating profit fell eur mn eur mn net interest income increased eur mn eur mn first half,neutral
elcoteq revenues approximately eur million,neutral
march finnish electronics contract manufacturer scanfil oyj hel scfv said today plan merge wholly owned scanfil ems group ojalayhtyma oy hit snag shareholders domestic rival rejected deal,negative
nevertheless market share rose percent percent year earlier,positive
design team long admired marimekko vivid patterns colors,positive
ftse falls month low greek debt concerns easyjet skids,negative
market share widened percent percent year earlier,positive
negotiation resulted reduction people regular employment around half covered pension arrangements,neutral
update astrazeneca boosts respiratory unit mln takeda deal,positive
net sales fell third quarter eur mn,negative
tests part larger campaign includes various customer trials demonstrations make lte mhz commercially viable summer nokia siemens head lte business line reino tammela said,neutral
goldman sachs barclays hsbc downplay brexit threat,neutral
operating profit nonrecurring items eur mn first nine months compared eur corresponding period,negative
trend underpins uk sales growth kingfisher,positive
food sales totalled eur mn october representing decrease october,negative
marubeni participated ghg green house gas emission reduction projects overseas obtained emissions credit projects provided japanese clients,neutral
according statistics finnish maritime administration shipping increase much januaryaugust however,neutral
westend ict plc new shares increase share capital eur based resolutions extraordinary shareholders meeting december today registered trade register,neutral
fund fair value increase correspondingly,positive
finnish suominen corporation specialises wet wipes nonwovens flexible packaging reports net sales eur mn second quarter eur mn second quarter,positive
inventor issued us patent,neutral
september alone market declined percent yearonyear million liters,negative
strong brand visibility nationally regionally primary importance home sales vehicle consumer advertising,neutral
first time finnair awarded agreement uk government,positive
following move stora enso holding newpage remain unchanged,neutral
expecting spy close aapl,positive
plants ground continue grow success garden lies well maintained,neutral
company said paper demand increased main markets including publication papers increased average paper prices percent compared last year,positive
outsourced scan capture solutions transfer paper invoices electronic format basware business transactions service allows customer receive send invoices electronic format,neutral
astrazeneca suffers setback drug fails treat eye cancer,negative
sanoma magazines international invite shareholders holding approximately shares sell shares,neutral
could us,neutral
trend sports leisure markets favorable first months year,positive
pretax profit totaled eur mn eur mn,positive
berkshire applies boost wells fargo stake percent,positive
moreover konecranes kito intend transfer hoist distribution business konecranes japanese joint venture mhs konecranes kito,neutral
company disclose price acquisition,neutral
fancy dans move fab glasgow gift interiors store fancy dans moving,neutral
starbucks digital strategy drive significant growth customer loyalty sbux,positive
retail chain suomen lhikauppa given index airline sas teliasonera broadband german retail chain lidl tele finland mobile subscriptions tallink shipping line power company helsinki energy,neutral
mreal corporation stock exchange release august pm mreal received eur million cash payment sappi mreal corporation part metsliitto group divested graphic papers business sappi limited end eur million,neutral
amendment incur additional costs,neutral
operating result excluding oneoff items totaled eur mn compared eur mn continuing operations excluding oneoff items,neutral
mill long traditions holds established position markets,positive
lots metal stocks look like run awaits long ssripaas nem high quality names go metal prices cooperate,positive
endp saw large order one last week someone also accumulating may jun calls today,positive
thank goog google alphabet fb facebook stocks nice reversal,positive
elcoteq elcoteq se leading electronics manufacturing services ems company communications technology field,positive
company operates worldwide employs total approximately persons,neutral
okmetic board directors also decided new share ownership program directed company top management,neutral
lead production turn increase tonnes would twofold increase current capacity levels zahariev said,positive
aspocomp large factory china factory building project india halted due financing problems,negative
tsla fire days row someone neeeeds,positive
octoberdecember sales mln eur pct increase year year,positive
ge building facility wind power developer invenergy wind llc,neutral
update bhp billitons credit ratings fragile fy agencies warn,negative
adp news nov finnish paper packaging forest products company stora enso oyj omx sterv said today would invest eur million usd building power plant ostroleka mi,neutral
transaction announced september pohjola insurance agreed pay eur million usd cash pohjantahti,neutral
previously projected figure slightly lower,neutral
total value project eurm including plots transferred atria,neutral
operating profit rose eur mn eur mn,positive
shares shall acquired according rules nasdaq omx helsinki otherwise according rules related acquisition company shares,neutral
according prosecutor share transactions carried hk ruokatalo proceeded negotiations concerning acquisition swedish meats,neutral
operating profit totalled eur mn eur mn year,negative
arm slammed handset sales outlook,negative
britains ftse gains land securities dividend hike,positive
builder persimmon hails rise house sales,positive
dividend go grimaldi family,neutral
economic development china longer taking place east coast shanghai area vauramo says,neutral
jun aol weblogs delivered newstex looks like e upstaged nokia nyse nok premier businessclass smartphone someone espoo hit corporate youtube account promo video e,neutral
nihd insiders got one wrong looking bottom rsi,negative
laavainen said benecol well known europe us market years,neutral
company also appointed leif rosen head special plate unit includes quarto plate units degerfors sweden new castle usa unit willich germany well pressplate prefab avesta plate service centre nordic degerfors,neutral
potential defect thirdrow seat belts tesla motors recalls model x suvs tsla,negative
altogether capman employs approximately people helsinki stockholm copenhagen oslo moscow luxembourg,neutral
segments company operates frozen food business seafoods vegetable oil business grain trading business operations,neutral
based negotiations personnel indicated willingness move new location,neutral
france raises concerns proposed lsedeutsche boerse deal,negative
new shares option rights plan packaging company huhtamaki oyj reported monday total new shares company issued based share subscriptions option rights plan,neutral
sullivan said boards really involve lot work people get paid time,neutral
expansion delivered fourth quarter,neutral
aspokem posted operating profit mln euro mln net sales mln euro mln,neutral
according karhinen oppohjola exciting enterprise cooperation bring huge opportunities customers company,positive
uk stocks resume gains rally record crh tullow climb,positive
fio wont stay,positive
decision reflects underutilisation line produces nonwovens used medical wipes applications well automotive industry,neutral
court found telecominvest arguments convincing,positive
largest restructuring planned italy negotiations job cuts initiated today company noted,neutral
operating profit totaled eur mn eur mn,negative
earnings per share eps decreased eur eur,negative
md henning bahr stockmann gruppen praises trend since chains become stronger decisionmaking processes clear,positive
investments operational changes enable additional optimisation working hours thereby cost savings,positive
companieshome retail trims gains considered play,positive
net sales decreased eur mn eur mn corresponding period,neutral
singapore icis kemira indian water infrastructure firm ivrcl agreed form join venture includes new inorganic coagulant manufacturing facility andhra pradesh state india finnish water treatment chemicals maker said tuesday,positive
products include consumer electronics devices mobile phones accessories settop boxes flat panel tvs well system solutions products infrastructure systems modules industrial segment products,neutral
bring cost savings eur mn year,positive
rt streetinsider steve jobs effect apple aapl first day iphone sales charts,positive
demonstrations broad capabilities mobility business suite organized gsm world congress barcelona february th th,neutral
market share decreased route helsinki finland tallinn estonia percentage points,neutral
finnish suominen flexible packaging cutting jobs unit tampere two nastola finland,negative
mako hanging well today still basing pattern eyes,positive
could us time said,neutral
catalysts segment includes refinery catalysts polyolefin catalysts product categories,neutral
helsinki thomson financial shares closed little changed cargotec huhtamaki dropping sharply disappointing secondquarter reports,negative
part reorganisation pohjola insurance field staff private customers join payroll local cooperative banks beginning october,neutral
simultaneously alma media purchased share arena interactive subsidiary arena partners focus mobile solutions development,neutral
estonian beverages maker le coq today brought market new premium class beer le coq special investing million kroons eur development planning sell three million liters beer next year,neutral
alexandria va oct markka oksanen harald kaaja helsinki finland juha salokannel kangasala finland arto palin viiala finland developed system providing communications security,neutral
january finnish solutions provider affecto oyj hel afev said today eur usd contract stateowned lithuanian social insurance institution sodra,positive
celg back near opened rallied higher last wk good place take shot,positive
finnish investment company sponda conducting negotiations acquire business center dukat palace located center moscow london regional properties,neutral
transaction subject final agreement parties approvals decisionmaking bodies approval finnish competition authority,neutral
basware invoice processing basware contract matching basware order matching basware kpi reporting tool part basware enterprise purchase pay solution suite,neutral
kone annual net sales eur billion approximately employees,neutral
net sales rose yearonyear eur number chargers delivered went million pieces,positive
still short lng areanext stop could someone slammed hard shs follow,negative
update stifel buy former lehman brokerage barclays,positive
finnish glass technology company glaston oyj abp net profit decreased mln euro mln first nine months mln euro mln period,negative
greene kings third quarter sales boosted festive season,positive
usbased corp talks scandinavian telecoms company teliasonera sell stake uzbek cellular operator coscom executive coscom told interfax,neutral
investors remain skeptical shellbg deal,negative
piper upgrades symantec improving renewal rates enterprise growth symc,positive
profit taxes decreased eur mn eur mn year,neutral
group also strong global position fishing categories,positive
remaining amount funded debt danish bank said,neutral
finnish business software group affectogenimap oyj said net profit halved mln euro mln first nine months mln euro mln period,neutral
ixonos estimates hire specialists mechanical engineering electronics design rd new unit jyvaeskylae end,positive
win oems targeting develop wimax products,positive
according barclays fsecure software protect users hackers viruses spyware digital attacks,neutral
